"Assembled.Payload.Size","DYNRiskA.Score","Response.Size","Source.Ping.Time","Operating.System","Connection.State","Connection.Rate","Ingress.Router","Server.Response.Packet.Time","Packet.Size","Packet.TTL","Source.IP.Concurrent.Connection","Class"
74461,0.26461111,541881,326,"Windows_All","ESTABLISHED",850.9272222,"mel-aus-01",157,1367,67,20,"NonMal"
68237,0.40008826,423184,309,"Android","ESTABLISHED",362.4298011,"mel-aus-01",231,1322,74,25,"NonMal"
70594,0.276627171,585665,168,"Windows_All","ESTABLISHED",764.2584562,"syd-tls-04",112,1322,62,16,"NonMal"
63900,0.328204397,588654,295,"Android","ESTABLISHED",823.1696017,"mel-aus-01",166,1331,62,17,"NonMal"
69475,0.547050869,573530,326,"Android","ESTABLISHED",708.8865783,"mel-aus-01",138,1331,68,27,"NonMal"
67472,0.690488101,421816,296,"Windows_All","ESTABLISHED",680.2083009,"mel-aus-01",116,1333,62,22,"NonMal"
67953,0.482500344,620691,201,"Android","ESTABLISHED",203.2989908,"syd-tls-04",197,1289,53,21,"NonMal"
58702,0.576705629,335731,250,"Windows_All","ESTABLISHED",83.84583906,"mel-aus-01",167,1350,54,18,"NonMal"
64685,0.652177047,767245,249,"Windows_All","ESTABLISHED",652.5040815,"mel-aus-01",135,1323,57,24,"NonMal"
65947,0.632941191,594519,284,"Other_OS","ESTABLISHED",241.6417866,"syd-tls-04",194,1280,60,25,"NonMal"
72886,0.410855704,462398,275,"Windows_All","ESTABLISHED",397.5571028,"mel-aus-01",198,1392,50,22,"NonMal"
57709,0.497565577,344121,292,"Windows_All","ESTABLISHED",112.0271645,"mel-aus-01",172,1321,63,17,"NonMal"
65382,0.547662969,535700,359,"Windows_All","Others",966.8024413,"mel-aus-01",110,1324,62,31,"NonMal"
56303,0.320414435,522419,353,"Windows_All","Others",735.3830425,"syd-tls-04",88,1331,55,10,"NonMal"
48783,0.462390157,532260,243,"Android","ESTABLISHED",588.5034781,"mel-aus-01",131,1369,63,11,"NonMal"
61436,0.515292072,512222,302,"Other_OS","ESTABLISHED",313.153907,"syd-tls-04",108,1321,63,15,"NonMal"
54412,0.344068039,374854,295,"Android","Others",705.811077,"mel-aus-01",150,1310,75,13,"NonMal"
58434,0.811549582,516684,275,"Windows_All","ESTABLISHED",578.5530819,"syd-tls-04",153,1347,63,21,"NonMal"
67495,0.599982404,422641,299,"Android","ESTABLISHED",709.9629003,"mel-aus-01",173,1352,62,25,"NonMal"
66161,0.595049366,374058,202,"Windows_All","Others",1002.739594,"mel-aus-01",166,1322,62,29,"NonMal"
60153,0.444840953,520762,242,"Android","ESTABLISHED",469.3114643,"mel-aus-01",158,1368,67,17,"NonMal"
61853,0.62560253,659357,207,"Windows_All","Others",889.0869092,"syd-tls-04",158,1367,69,29,"NonMal"
62145,0.634803905,410168,230,"Windows_All","ESTABLISHED",787.7781011,"mel-aus-01",155,1354,55,28,"NonMal"
58267,0.633036696,528230,228,"Other_OS","ESTABLISHED",15.47946503,"mel-aus-01",150,1341,59,16,"NonMal"
59708,0.390125439,358525,232,"Windows_All","ESTABLISHED",763.3457184,"mel-aus-01",175,1358,54,16,"NonMal"
66216,0.661868355,426322,296,"Windows_All","ESTABLISHED",690.8040249,"mel-aus-01",144,1356,64,23,"NonMal"
66596,0.650389614,406804,279,"Android","ESTABLISHED",590.5823832,"syd-tls-04",199,1372,77,25,"NonMal"
71746,0.578669334,524885,224,"Android","ESTABLISHED",713.4111065,"syd-tls-04",111,1386,62,26,"NonMal"
46198,0.787151556,653698,268,"Android","ESTABLISHED",776.1401327,"syd-tls-04",182,1352,63,27,"NonMal"
60058,0.689967927,489561,249,"Android","ESTABLISHED",803.8646774,"syd-tls-04",145,1372,58,25,"NonMal"
60816,0.618400355,558502,170,"Other_OS","ESTABLISHED",694.3814869,"syd-tls-04",157,1360,62,28,"NonMal"
66337,0.575140409,315787,310,"Android","ESTABLISHED",374.740828,"syd-tls-04",206,1342,83,28,"NonMal"
64103,0.47134517,431514,245,"Android","ESTABLISHED",514.0831027,"mel-aus-01",124,1368,60,15,"NonMal"
68348,0.529508791,647309,250,"Windows_All","ESTABLISHED",311.7666875,"mel-aus-01",142,1294,60,19,"NonMal"
55523,0.686186336,424456,329,"Windows_All","ESTABLISHED",663.3398322,"mel-aus-01",186,1378,56,27,"NonMal"
59545,0.413493887,609969,304,"Windows_All","ESTABLISHED",476.7617785,"mel-aus-01",175,1299,76,18,"NonMal"
75573,0.65972087,347843,215,"Other_OS","ESTABLISHED",396.525031,"syd-tls-04",114,1393,62,19,"NonMal"
61947,0.632220933,582004,239,"Android","ESTABLISHED",477.8756795,"mel-aus-01",186,1331,58,27,"NonMal"
57704,0.4409379,425468,319,"Windows_All","ESTABLISHED",398.1717699,"mel-aus-01",116,1353,63,13,"NonMal"
66468,0.293268009,643049,207,"Android","ESTABLISHED",879.6133109,"mel-aus-01",227,1344,71,22,"NonMal"
55915,0.562576743,417087,283,"Android","ESTABLISHED",194.0272058,"mel-aus-01",135,1361,69,13,"NonMal"
56503,0.395633883,611498,179,"Windows_All","ESTABLISHED",632.2959154,"syd-tls-04",139,1322,63,13,"NonMal"
70348,0.441750236,591585,294,"Android","ESTABLISHED",155.1707032,"mel-aus-01",167,1356,55,21,"NonMal"
64145,0.440399268,657756,280,"Windows_All","ESTABLISHED",380.7158231,"mel-aus-01",191,1374,72,19,"NonMal"
69940,0.64762393,579586,167,"Windows_All","ESTABLISHED",822.9583105,"mel-aus-01",118,1366,52,22,"NonMal"
57431,0.698843873,244707,189,"Windows_All","ESTABLISHED",311.6566862,"syd-tls-04",196,1326,69,25,"NonMal"
56544,0.722199845,401875,294,"Android","ESTABLISHED",277.8278882,"mel-aus-01",167,1367,59,24,"NonMal"
60658,0.631634414,459870,269,"Android","ESTABLISHED",182.1771498,"mel-aus-01",178,1341,66,18,"NonMal"
64667,0.321256428,393789,176,"Other_OS","ESTABLISHED",816.5865886,"mel-aus-01",184,1361,63,19,"NonMal"
73201,0.659175977,509837,280,"Windows_All","Others",47.84989433,"syd-tls-04",171,1359,58,18,"NonMal"
58513,0.657565438,625255,298,"Windows_All","ESTABLISHED",838.2994367,"syd-tls-04",169,1360,66,29,"NonMal"
72055,0.4587776,665382,301,"Android","Others",696.9768558,"syd-tls-04",216,1318,67,23,"NonMal"
70170,0.587130826,404153,340,"Android","ESTABLISHED",117.4383491,"mel-aus-01",208,1361,58,24,"NonMal"
62483,0.604717528,581498,159,"Windows_All","Others",943.6060343,"mel-aus-01",160,1389,72,29,"NonMal"
75381,0.535246423,376016,259,"Windows_All","ESTABLISHED",414.8564889,"mel-aus-01",163,1358,64,26,"NonMal"
54226,0.636505168,759557,244,"Windows_All","ESTABLISHED",509.8529633,"mel-aus-01",229,1329,61,31,"NonMal"
70342,0.582254529,774771,277,"Android","ESTABLISHED",368.7687415,"mel-aus-01",145,1326,62,23,"NonMal"
62388,0.670987035,608978,248,"Android","ESTABLISHED",837.2911435,"mel-aus-01",137,1364,60,26,"NonMal"
62321,0.696703585,664331,313,"Windows_All","ESTABLISHED",691.5002659,"mel-aus-01",165,1356,48,26,"NonMal"
69673,0.632216836,571468,319,"Android","ESTABLISHED",806.6568805,"mel-aus-01",189,1325,76,27,"NonMal"
61606,0.632802937,676626,207,"Windows_All","ESTABLISHED",587.7668377,"mel-aus-01",157,1323,53,29,"NonMal"
67033,0.621196463,404495,331,"Android","ESTABLISHED",452.2017778,"mel-aus-01",175,1378,52,24,"NonMal"
68058,0.559413785,415598,254,"Windows_All","Others",825.0932163,"mel-aus-01",148,1329,67,27,"NonMal"
72779,0.429450996,344992,344,"Windows_All","ESTABLISHED",604.6852014,"syd-tls-04",167,1361,66,19,"NonMal"
59984,0.454783431,265455,295,"Android","ESTABLISHED",596.5613589,"mel-aus-01",128,1397,71,12,"NonMal"
66373,0.460805196,442429,252,"Android","ESTABLISHED",473.6953735,"mel-aus-01",204,1349,78,19,"NonMal"
59436,0.651785865,214665,184,"Android","ESTABLISHED",670.9912927,"mel-aus-01",174,1343,54,27,"NonMal"
62023,0.674707009,407462,235,"Windows_All","ESTABLISHED",391.5374578,"mel-aus-01",144,1319,80,25,"NonMal"
59835,0.549296646,371767,163,"Windows_All","ESTABLISHED",240.9757973,"mel-aus-01",190,1350,62,18,"NonMal"
50014,0.367298149,462724,258,"Android","ESTABLISHED",996.0058486,"syd-tls-04",100,1383,59,7,"NonMal"
63404,0.444467065,400201,274,"Android","ESTABLISHED",313.4968267,"mel-aus-01",220,1374,73,23,"NonMal"
62495,0.300441039,422984,312,"Android","ESTABLISHED",874.6480049,"mel-aus-01",155,1327,65,16,"NonMal"
60206,0.750194426,544486,234,"Windows_All","ESTABLISHED",586.625642,"mel-aus-01",153,1348,54,22,"NonMal"
60590,0.542271377,701485,321,"Windows_All","Others",204.5221787,"mel-aus-01",216,1391,65,22,"NonMal"
68117,0.63539906,483134,303,"Android","ESTABLISHED",274.1069762,"mel-aus-01",170,1324,63,22,"NonMal"
71323,0.471333824,429409,246,"Windows_All","ESTABLISHED",224.022645,"mel-aus-01",220,1291,83,26,"NonMal"
57159,0.703609296,439363,219,"Android","ESTABLISHED",452.8938588,"mel-aus-01",201,1373,75,26,"NonMal"
52965,0.826896526,552641,252,"Android","ESTABLISHED",300.1811831,"mel-aus-01",214,1384,63,21,"NonMal"
59088,0.479350952,552068,233,"Windows_All","ESTABLISHED",482.6224822,"syd-tls-04",191,1434,56,16,"NonMal"
66987,0.613502023,376464,271,"Windows_All","ESTABLISHED",123.4143094,"mel-aus-01",233,1337,62,25,"NonMal"
64614,0.642972064,485450,236,"Windows_All","ESTABLISHED",398.1865657,"syd-tls-04",226,1382,56,27,"NonMal"
67070,0.478921856,472781,376,"Windows_All","ESTABLISHED",306.2138199,"syd-tls-04",217,1346,59,24,"NonMal"
69320,0.597275981,503832,199,"Android","ESTABLISHED",594.8121965,"syd-tls-04",139,1363,57,25,"NonMal"
72979,0.62114887,502040,302,"Android","ESTABLISHED",523.7472476,"mel-aus-01",147,1355,56,23,"NonMal"
59973,0.502679114,612897,262,"Windows_All","ESTABLISHED",387.5954345,"mel-aus-01",193,1342,53,18,"NonMal"
56571,0.390879245,411606,329,"Windows_All","ESTABLISHED",655.8687157,"mel-aus-01",173,1386,69,15,"NonMal"
53735,0.688260466,585629,362,"Android","ESTABLISHED",316.6037644,"mel-aus-01",252,1333,57,28,"NonMal"
63165,0.546633172,483915,349,"Windows_All","ESTABLISHED",219.9822188,"syd-tls-04",209,1332,66,21,"NonMal"
57627,0.782639116,460660,291,"Windows_All","ESTABLISHED",613.0183251,"mel-aus-01",157,1338,67,23,"NonMal"
54998,0.593404031,435805,302,"Android","Others",254.8115696,"syd-tls-04",162,1370,53,16,"NonMal"
62262,0.483067568,723846,299,"Android","ESTABLISHED",403.8343896,"syd-tls-04",198,1335,71,19,"NonMal"
68426,0.719086129,592821,230,"Windows_All","ESTABLISHED",463.4139192,"mel-aus-01",125,1369,62,19,"NonMal"
63697,0.476423119,591449,320,"Windows_All","ESTABLISHED",273.9024022,"mel-aus-01",190,1342,67,21,"NonMal"
65229,0.422032823,550072,204,"Windows_All","ESTABLISHED",451.9679562,"mel-aus-01",187,1350,72,19,"NonMal"
61018,0.498220412,733743,250,"Android","ESTABLISHED",332.1489785,"mel-aus-01",157,1351,63,17,"NonMal"
52981,0.764035711,343997,265,"Android","ESTABLISHED",712.8658692,"syd-tls-04",192,1363,48,29,"NonMal"
66455,0.340100334,518169,255,"Windows_All","ESTABLISHED",859.7778292,"mel-aus-01",156,1352,55,15,"NonMal"
62034,0.737161392,417567,257,"Android","ESTABLISHED",593.7927584,"mel-aus-01",122,1374,49,22,"NonMal"
67323,0.680914218,484505,147,"Android","ESTABLISHED",509.779888,"syd-tls-04",170,1360,66,21,"NonMal"
55987,0.645099246,551497,321,"Android","ESTABLISHED",846.8504991,"mel-aus-01",159,1358,59,30,"NonMal"
66951,0.608644121,385292,355,"Android","ESTABLISHED",585.9708572,"mel-aus-01",151,1342,70,25,"NonMal"
62756,0.368523995,491276,207,"Windows_All","Others",398.6895855,"syd-tls-04",126,1350,58,14,"NonMal"
55808,0.596356374,387864,310,"Windows_All","ESTABLISHED",49.2780278,"syd-tls-04",189,1332,59,18,"NonMal"
56126,0.635701605,583076,253,"Android","ESTABLISHED",703.828731,"mel-aus-01",181,1309,73,30,"NonMal"
65224,0.749817027,445327,188,"Windows_All","ESTABLISHED",378.6297842,"mel-aus-01",210,1339,60,21,"NonMal"
51983,0.512003736,729175,300,"Windows_All","Others",228.5265657,"mel-aus-01",190,1380,65,15,"NonMal"
60209,0.582735753,503357,244,"Windows_All","ESTABLISHED",3.354001163,"syd-tls-04",246,1340,60,23,"NonMal"
63718,0.575663971,611286,386,"Windows_All","Others",736.5597943,"mel-aus-01",184,1356,76,30,"NonMal"
44342,0.749154142,485567,225,"Other_OS","ESTABLISHED",536.8775812,"mel-aus-01",195,1347,45,30,"NonMal"
61139,0.529549862,517348,230,"Android","ESTABLISHED",214.5384608,"mel-aus-01",207,1379,75,20,"NonMal"
65624,0.395745885,427603,214,"Android","ESTABLISHED",528.2008275,"mel-aus-01",154,1318,60,17,"NonMal"
67453,0.361000525,427092,149,"Windows_All","ESTABLISHED",811.0244056,"syd-tls-04",124,1345,60,13,"NonMal"
54667,0.507934862,550786,354,"Windows_All","ESTABLISHED",246.0029609,"mel-aus-01",125,1321,71,12,"NonMal"
53546,0.494777184,552986,330,"Android","ESTABLISHED",469.3519926,"mel-aus-01",120,1374,56,11,"NonMal"
59171,0.346234982,438349,323,"Android","ESTABLISHED",756.9231428,"syd-tls-04",167,1397,61,16,"NonMal"
59439,0.656841323,448781,212,"Windows_All","ESTABLISHED",850.9166748,"mel-aus-01",160,1272,59,29,"NonMal"
64325,0.693948518,472865,259,"Android","ESTABLISHED",526.9590003,"mel-aus-01",128,1346,78,22,"NonMal"
54020,0.670286781,563309,357,"Android","ESTABLISHED",256.7673502,"mel-aus-01",183,1322,75,18,"NonMal"
63666,0.610502322,415942,290,"Windows_All","ESTABLISHED",389.1226666,"mel-aus-01",193,1370,62,28,"NonMal"
63303,0.441851613,327900,343,"Other_OS","ESTABLISHED",307.7049461,"mel-aus-01",143,1358,50,17,"NonMal"
58789,0.371739914,549585,201,"Android","ESTABLISHED",553.7140655,"syd-tls-04",115,1269,51,12,"NonMal"
65493,0.416656939,530722,257,"Other_OS","ESTABLISHED",429.9437771,"mel-aus-01",189,1337,68,19,"NonMal"
59837,0.411205062,467282,374,"Android","ESTABLISHED",673.5824248,"syd-tls-04",167,1310,77,17,"NonMal"
53286,0.587532222,478976,215,"Windows_All","Others",125.223009,"mel-aus-01",176,1329,56,16,"NonMal"
61402,0.65027984,422999,229,"Android","ESTABLISHED",558.0004503,"syd-tls-04",196,1399,67,27,"NonMal"
61422,0.658614722,609585,257,"Android","ESTABLISHED",673.6913977,"mel-aus-01",156,1325,57,27,"NonMal"
44636,0.78224468,612652,258,"Windows_All","ESTABLISHED",206.8687807,"mel-aus-01",192,1343,64,26,"NonMal"
70407,0.613971855,552922,278,"Windows_All","ESTABLISHED",374.6800654,"syd-tls-04",209,1400,59,23,"NonMal"
65091,0.629635674,399181,243,"Android","ESTABLISHED",615.748919,"mel-aus-01",118,1359,59,25,"NonMal"
56916,0.545516194,589164,276,"Windows_All","ESTABLISHED",11.44602105,"mel-aus-01",172,1327,76,18,"NonMal"
48427,0.706723414,626921,214,"Windows_All","ESTABLISHED",659.7841546,"syd-tls-04",183,1345,60,31,"NonMal"
56792,0.424825097,466311,268,"Android","ESTABLISHED",543.2948571,"syd-tls-04",168,1368,56,15,"NonMal"
58579,0.379383269,440460,257,"Windows_All","ESTABLISHED",804.856289,"syd-tls-04",149,1351,59,14,"NonMal"
61648,0.628207677,541290,323,"Windows_All","ESTABLISHED",796.2060049,"syd-tls-04",137,1330,74,28,"NonMal"
59259,0.586178257,583758,273,"Android","ESTABLISHED",133.9621729,"syd-tls-04",197,1362,49,20,"NonMal"
64590,0.36932076,518720,302,"Windows_All","ESTABLISHED",679.8159424,"mel-aus-01",204,1349,60,19,"NonMal"
55682,0.731122664,488597,230,"Windows_All","ESTABLISHED",802.8955239,"mel-aus-01",186,1319,51,27,"NonMal"
69754,0.470568547,591549,242,"Windows_All","ESTABLISHED",103.9097994,"syd-tls-04",197,1384,48,23,"NonMal"
57428,0.760636845,602557,264,"Windows_All","ESTABLISHED",482.4175723,"mel-aus-01",185,1294,70,24,"NonMal"
61097,0.749900295,456062,292,"Android","ESTABLISHED",403.6072456,"mel-aus-01",142,1386,74,21,"NonMal"
64876,0.493347461,511387,306,"Other_OS","ESTABLISHED",267.7209809,"syd-tls-04",187,1363,70,19,"NonMal"
58328,0.629431163,447142,283,"Windows_All","Others",753.2079389,"mel-aus-01",199,1326,72,29,"NonMal"
60550,0.748937841,310482,288,"Windows_All","ESTABLISHED",725.0448202,"syd-tls-04",131,1325,58,21,"NonMal"
62249,0.645780874,376842,294,"Android","ESTABLISHED",814.3071948,"syd-tls-04",130,1385,72,28,"NonMal"
61220,0.562777526,410361,219,"Windows_All","ESTABLISHED",230.9838484,"syd-tls-04",227,1363,73,20,"NonMal"
61525,0.767936276,571393,228,"Windows_All","ESTABLISHED",495.0925489,"mel-aus-01",176,1303,60,21,"NonMal"
69170,0.488215842,502225,237,"Windows_All","ESTABLISHED",143.1955232,"mel-aus-01",168,1378,52,21,"NonMal"
67737,0.655349519,409332,265,"Windows_All","ESTABLISHED",531.0290876,"mel-aus-01",191,1318,72,24,"NonMal"
59048,0.608130824,435732,279,"Android","ESTABLISHED",874.315203,"mel-aus-01",137,1329,58,31,"NonMal"
59510,0.721067392,504359,346,"Windows_All","ESTABLISHED",763.2099947,"syd-tls-04",150,1369,70,25,"NonMal"
74349,0.569086693,639776,226,"Windows_All","ESTABLISHED",161.5296947,"syd-tls-04",198,1354,61,26,"NonMal"
58502,0.508707763,463766,255,"Android","ESTABLISHED",266.9001113,"syd-tls-04",209,1399,68,19,"NonMal"
68993,0.59608551,639487,198,"Windows_All","ESTABLISHED",965.2588888,"mel-aus-01",125,1336,58,28,"NonMal"
51929,0.601818923,338105,217,"Windows_All","ESTABLISHED",37.35301346,"syd-tls-04",151,1307,63,15,"NonMal"
73396,0.587823558,439265,256,"Windows_All","ESTABLISHED",510.8661094,"syd-tls-04",153,1326,55,23,"NonMal"
64662,0.652241454,379618,343,"Windows_All","ESTABLISHED",533.4207062,"syd-tls-04",235,1388,45,27,"NonMal"
56063,0.717716395,457474,202,"Windows_All","ESTABLISHED",448.2586655,"syd-tls-04",167,1321,64,25,"NonMal"
71789,0.605115244,372527,249,"Windows_All","ESTABLISHED",589.2348591,"mel-aus-01",130,1325,67,25,"NonMal"
72849,0.403235863,476939,236,"Android","ESTABLISHED",313.405552,"mel-aus-01",151,1345,70,19,"NonMal"
63212,0.67522873,590583,279,"Windows_All","ESTABLISHED",676.854894,"mel-aus-01",151,1375,50,26,"NonMal"
74342,0.614811877,589908,257,"Android","ESTABLISHED",237.176208,"mel-aus-01",145,1314,45,22,"NonMal"
70011,0.544827085,454060,237,"Android","ESTABLISHED",92.59394704,"syd-tls-04",194,1315,55,22,"NonMal"
61806,0.674783228,533211,144,"Other_OS","ESTABLISHED",861.3269165,"mel-aus-01",158,1382,55,25,"NonMal"
58008,0.520755671,533406,247,"Android","ESTABLISHED",247.6612558,"mel-aus-01",181,1341,58,20,"NonMal"
62930,0.569258157,263369,208,"Windows_All","ESTABLISHED",411.191579,"mel-aus-01",209,1288,57,18,"NonMal"
67649,0.715833031,471348,312,"Android","ESTABLISHED",458.1663039,"syd-tls-04",142,1351,55,20,"NonMal"
65951,0.634154562,428454,201,"Windows_All","ESTABLISHED",891.0078842,"syd-tls-04",122,1337,68,25,"NonMal"
53522,0.490381552,367381,282,"Android","Others",257.9471043,"mel-aus-01",180,1321,54,15,"NonMal"
68836,0.234447858,425271,308,"Windows_All","ESTABLISHED",1002.611503,"syd-tls-04",162,1311,66,20,"NonMal"
62479,0.540534777,580938,209,"Android","ESTABLISHED",34.09386479,"mel-aus-01",205,1335,51,23,"NonMal"
53160,0.50976061,565910,226,"Windows_All","Others",86.68525162,"syd-tls-04",200,1345,48,17,"NonMal"
60421,0.604480584,498163,248,"Android","ESTABLISHED",120.0028247,"syd-tls-04",231,1355,69,22,"NonMal"
61480,0.678234341,510839,271,"Android","ESTABLISHED",667.5854537,"mel-aus-01",182,1380,58,26,"NonMal"
51585,0.590614626,400654,256,"Windows_All","ESTABLISHED",162.8528469,"syd-tls-04",166,1379,71,15,"NonMal"
50843,0.552107185,655628,285,"Android","Others",7.67120301,"mel-aus-01",158,1384,65,14,"NonMal"
56336,0.656791821,460744,312,"Windows_All","ESTABLISHED",810.2671056,"mel-aus-01",130,1290,51,30,"NonMal"
63605,0.753876737,220528,244,"Android","ESTABLISHED",747.4238336,"syd-tls-04",120,1417,68,20,"NonMal"
55159,0.403699413,484871,356,"Android","ESTABLISHED",636.3728429,"syd-tls-04",159,1332,68,13,"NonMal"
59226,0.503893013,326470,328,"Windows_All","ESTABLISHED",420.6970098,"mel-aus-01",217,1358,51,18,"NonMal"
63743,0.527104405,590017,245,"Windows_All","ESTABLISHED",42.57907151,"mel-aus-01",192,1336,72,22,"NonMal"
63623,0.67445293,462703,350,"Windows_All","ESTABLISHED",773.4955731,"syd-tls-04",128,1399,48,25,"NonMal"
65546,0.53925167,359148,355,"Android","ESTABLISHED",52.65504034,"syd-tls-04",134,1333,59,17,"NonMal"
55856,0.653748989,418049,271,"Windows_All","Others",1016.228664,"mel-aus-01",128,1381,56,31,"NonMal"
63801,0.56441751,390782,343,"Windows_All","ESTABLISHED",179.6210839,"mel-aus-01",148,1341,61,17,"NonMal"
72047,0.728205628,487160,271,"Windows_All","ESTABLISHED",560.8063441,"syd-tls-04",122,1403,66,18,"NonMal"
71740,0.394315169,547391,377,"Windows_All","ESTABLISHED",574.2514724,"mel-aus-01",146,1314,62,19,"NonMal"
69040,0.625048174,365851,294,"Windows_All","ESTABLISHED",241.267193,"syd-tls-04",238,1323,68,24,"NonMal"
63476,0.643921573,386178,212,"Windows_All","ESTABLISHED",344.4337114,"syd-tls-04",201,1319,57,26,"NonMal"
66157,0.618821067,601300,221,"Windows_All","ESTABLISHED",316.024377,"mel-aus-01",227,1359,71,23,"NonMal"
55423,0.576939049,414844,260,"Android","Others",720.2842204,"mel-aus-01",219,1366,68,33,"NonMal"
56931,0.719724071,607656,309,"Android","ESTABLISHED",958.5320146,"syd-tls-04",105,1327,74,25,"NonMal"
70803,0.594865727,377557,284,"Android","ESTABLISHED",552.7772997,"mel-aus-01",179,1321,75,26,"NonMal"
65868,0.551758743,464519,266,"Other_OS","ESTABLISHED",45.67928483,"mel-aus-01",169,1304,78,19,"NonMal"
66241,0.362941401,424623,270,"Windows_All","ESTABLISHED",766.5856231,"mel-aus-01",170,1336,55,17,"NonMal"
57402,0.639301409,549030,277,"Android","ESTABLISHED",233.5467314,"mel-aus-01",171,1340,61,28,"NonMal"
67842,0.61289262,572178,293,"Other_OS","ESTABLISHED",498.9010128,"mel-aus-01",163,1339,77,25,"NonMal"
60038,0.709334023,315463,232,"Android","ESTABLISHED",539.8040329,"mel-aus-01",169,1345,64,25,"NonMal"
54363,0.557189849,655591,256,"Windows_All","ESTABLISHED",266.8227956,"mel-aus-01",213,1362,67,19,"NonMal"
57972,0.495333696,526565,269,"Android","ESTABLISHED",343.7057716,"mel-aus-01",142,1347,74,14,"NonMal"
62396,0.455101944,631546,193,"Other_OS","ESTABLISHED",474.2715033,"syd-tls-04",188,1353,59,18,"NonMal"
45217,0.789078771,459595,253,"Windows_All","ESTABLISHED",1053.586901,"mel-aus-01",171,1354,67,30,"NonMal"
61901,0.318705356,375541,187,"Android","ESTABLISHED",680.8706386,"syd-tls-04",125,1334,52,12,"NonMal"
56823,0.675226925,556458,352,"Android","ESTABLISHED",493.7573926,"syd-tls-04",196,1343,72,28,"NonMal"
62777,0.265557768,612147,202,"Android","ESTABLISHED",1188.131001,"mel-aus-01",223,1361,75,21,"NonMal"
61798,0.489093676,317601,180,"Android","ESTABLISHED",240.0688703,"syd-tls-04",210,1332,65,22,"NonMal"
52301,0.688241813,477001,210,"Windows_All","ESTABLISHED",679.3748961,"mel-aus-01",164,1346,60,29,"NonMal"
60950,0.367517622,435739,221,"Android","ESTABLISHED",962.6425527,"mel-aus-01",176,1326,56,17,"NonMal"
62963,0.637306047,477416,264,"Android","Others",895.4131699,"mel-aus-01",168,1347,64,28,"NonMal"
56301,0.716000953,499148,189,"Windows_All","ESTABLISHED",770.698118,"mel-aus-01",193,1349,66,27,"NonMal"
58970,0.434507994,812831,310,"Other_OS","ESTABLISHED",569.8361564,"mel-aus-01",116,1367,56,12,"NonMal"
51565,0.802081611,438557,168,"Windows_All","ESTABLISHED",291.2032824,"mel-aus-01",169,1352,66,22,"NonMal"
72400,0.684258092,493155,340,"Windows_All","ESTABLISHED",563.5821133,"mel-aus-01",88,1313,55,20,"NonMal"
62096,0.605595822,699852,257,"Android","ESTABLISHED",11.90252188,"mel-aus-01",147,1329,73,18,"NonMal"
64372,0.315678894,487749,210,"Windows_All","ESTABLISHED",964.3697548,"mel-aus-01",112,1349,57,12,"NonMal"
54709,0.712928303,398157,361,"Android","ESTABLISHED",768.2277998,"mel-aus-01",188,1312,68,28,"NonMal"
63221,0.554208032,595711,352,"Windows_All","Others",728.4368241,"syd-tls-04",168,1404,68,30,"NonMal"
63450,0.414154894,261338,311,"Windows_All","ESTABLISHED",337.9839023,"syd-tls-04",112,1274,56,13,"NonMal"
61455,0.646819808,593391,247,"Windows_All","ESTABLISHED",294.3068288,"syd-tls-04",228,1336,54,26,"NonMal"
57664,0.558660159,518703,232,"Windows_All","ESTABLISHED",11.61393411,"mel-aus-01",102,1325,63,12,"NonMal"
62202,0.414303456,526669,296,"Windows_All","ESTABLISHED",549.3412403,"mel-aus-01",131,1346,67,15,"NonMal"
59902,0.66041671,456999,278,"Android","ESTABLISHED",600.8462341,"syd-tls-04",206,1359,51,26,"NonMal"
63537,0.704255295,479898,230,"Windows_All","ESTABLISHED",564.0087347,"mel-aus-01",145,1347,54,23,"NonMal"
66221,0.460664708,309473,129,"Android","ESTABLISHED",388.632965,"syd-tls-04",172,1409,59,20,"NonMal"
60495,0.633463215,426367,313,"Android","Others",867.4728273,"mel-aus-01",200,1307,67,30,"NonMal"
56068,0.45505846,518312,289,"Windows_All","Others",191.6407094,"mel-aus-01",190,1374,59,19,"NonMal"
69472,0.60223919,407324,242,"Windows_All","Others",1063.93487,"mel-aus-01",128,1317,67,28,"NonMal"
79163,0.523964267,545700,290,"Windows_All","ESTABLISHED",880.59237,"mel-aus-01",114,1339,65,25,"NonMal"
64819,0.444784188,571637,284,"Windows_All","ESTABLISHED",317.032782,"syd-tls-04",214,1352,47,20,"NonMal"
62620,0.717186677,598962,238,"Android","ESTABLISHED",716.2874313,"syd-tls-04",109,1329,56,24,"NonMal"
61687,0.788910201,406394,266,"Windows_All","Others",225.3729042,"mel-aus-01",192,1391,53,21,"NonMal"
66094,0.645355722,504651,315,"Android","ESTABLISHED",639.6919146,"syd-tls-04",155,1356,74,25,"NonMal"
58338,0.449336306,410416,241,"Windows_All","ESTABLISHED",559.4560048,"mel-aus-01",130,1324,58,13,"NonMal"
78996,0.587630083,373375,286,"Windows_All","ESTABLISHED",843.4688336,"syd-tls-04",26,1333,61,21,"NonMal"
72132,0.405283315,278721,244,"Windows_All","ESTABLISHED",601.6573843,"mel-aus-01",212,1360,77,22,"NonMal"
72848,0.52715859,440697,341,"Windows_All","Others",765.416055,"syd-tls-04",165,1367,63,27,"NonMal"
